ACIA	ACER INCORPORATED	GDR (REPR 5 SHS COM STK TWD10)(144A)	US0044341065	DPRS	Technology	Technology	27/03/2002	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
PHOR	PJSC PHOSAGRO	GDR (3 GDR REPR 1 ORD) (REGS)	US71922G2093	DPRS	Basic Materials	Chemicals	16/07/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
92XY	PJSC RUSHYDRO	GDR (EACH REPR 100 ORD) (144A)	US7821835037	DPRS	Utilities	Utilities	11/09/2015	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
HYDR	PJSC RUSHYDRO	ADR (EACH REPR 100 ORD)	US7821834048	DPRS	Utilities	Utilities	11/09/2015	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
ATAD	PJSC TATNEFT	ADS (REPR 6 ORD RUB0.10)	US8766292051	DPRS	Oil & Gas	Oil & Gas	09/12/2015	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
POSD	POWERCHIP TECHNOLOGY CORPORATION	GDS (EACH REPR 10 TWD10)(REG S)	US73931M7149	DPRS	Technology	Technology	28/09/2012	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
POSE	POWERCHIP TECHNOLOGY CORPORATION	GDS (EACH REPR 10 TWD10)(144A)	US73931M7222	DPRS	Technology	Technology	28/09/2012	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAE
PESA	PRESS CORPORATION PLC	GDR (REPR 20 ORD MWK)(144A)	US74111E2090	DPRS	Industrials	Industrial Goods & Services	20/07/1998	Malawi	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
PESD	PRESS CORPORATION PLC	GDR (REPR 20 ORD MWK1)(REG S)	US74111E1001	DPRS	Industrials	Industrial Goods & Services	27/09/2004	Malawi	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
PRND	PROMOS TECHNOLOGIES INC	GDS(REPR 10 COM SHS TWD10)(REG S)	US74343C8727	DPRS	Technology	Technology	28/10/2010	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
GAZ	PUBLIC JOINT STOCK COMPANY GAZPROM NEFT	LEVEL 1 ADR	US36829G1076	DPRS	Oil & Gas	Oil & Gas	12/06/2006	Russian Federation	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
71FG	PUBLIC JOINT STOCK COMPANY NOVOROSSIYSK COMMERCIAL SEA PORT	GDR (EACH REPR 75 ORD SHS) (144A)	US67011U1097	DPRS	Industrials	Industrial Goods & Services	07/11/2007	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
NCSP	PUBLIC JOINT STOCK COMPANY NOVOROSSIYSK COMMERCIAL SEA PORT	GDR(EACH REPR 75 ORD SHS)(REG S)	US67011U2087	DPRS	Industrials	Industrial Goods & Services	02/11/2007	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
PLZA	PUBLIC JOINT STOCK COMPANY POLYUS	GDR (EACH REPR 0.5 SHS) (144A)	US73181M1099	DPRS	Basic Materials	Basic Resources	05/07/2017	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
PLZB	PUBLIC JOINT STOCK COMPANY POLYUS	LEVEL 1 ADS (EACH REPR 0.5 SHS)	US73181P1021	DPRS	Basic Materials	Basic Resources	05/07/2017	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
PLZL	PUBLIC JOINT STOCK COMPANY POLYUS	GDR (EACH REPR 0.5 SHS) (REG S)	US73181M1172	DPRS	Basic Materials	Basic Resources	05/07/2017	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
MRSA	PUBLIC JOINT STOCK COMPANY ROSSETI	GDR (EACH REPR 200 ORD) 144A	US69343X1081	DPRS	Utilities	Utilities	25/09/2015	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
RSTI	PUBLIC JOINT STOCK COMPANY ROSSETI	GDR (EACH REPR 200 ORD) REG S	US69343X2071	DPRS	Utilities	Utilities	25/09/2015	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
50AW	PUBLIC JOINT STOCK COMPANY SEVERSTAL	GDR (EACH REPR 1 ORD RUB0.01)(144A)	US8181501045	DPRS	Basic Materials	Basic Resources	14/11/2006	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
SVST	PUBLIC JOINT STOCK COMPANY SEVERSTAL	GDR (EACH REPR 1 ORD RUB0.01)(REGS)	US8181503025	DPRS	Basic Materials	Basic Resources	08/11/2006	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
GOLD	RANDGOLD RESOURCES LD	ADS (EACH REPR 1 ORD USD0.05)	US7523443098	DPRS	Basic Materials	Basic Resources	11/07/2002	Jersey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
REA	REI AGRO LTD	GDR(EACH REPR 20 SHR)(REG S)	US74948P3029	DPRS	Consumer Goods	Food & Beverage	24/01/2011	India	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
REAA	REI AGRO LTD	GDR(EACH REPR 1 SHR) (144A)	US74948P1049	DPRS	Consumer Goods	Food & Beverage	16/11/2005	India	USD	MAIN MARKET	Standard GDRs	MISC	INTM
RIGD	RELIANCE INDUSTRIES LIMITED	GDR (EACH REPR 2 ORD INR10 LEVEL1)(144A)	US7594701077	DPRS	Oil & Gas	Oil & Gas	27/09/2004	India	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
RIFA	RELIANCE INFRASTRUCTURE LD	GDR (EACH REPR 3 SHS INR10)(144 A)	US75945E1091	DPRS	Utilities	Utilities	26/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
RIFS	RELIANCE INFRASTRUCTURE LD	GDR (REPR 3 ORD INR10)(REG S)	USY097891193	DPRS	Utilities	Utilities	26/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
62UL	ROS AGRO PLC	GDR (5 REPR 1 ORD) 144A	US7496551067	DPRS	Consumer Goods	Food & Beverage	13/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
AGRO	ROS AGRO PLC	GDR (5 REPR 1 ORD) REG S	US7496552057	DPRS	Consumer Goods	Food & Beverage	13/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
40XT	ROSNEFT OIL COMPANY 	GDRS (EACH REPR 1 ORD ) (144A)	US67812M1080	DPRS	Oil & Gas	Oil & Gas	19/07/2006	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
ROSN	ROSNEFT OIL COMPANY 	GDRS (EACH REPR 1 ORD ) (REGS)	US67812M2070	DPRS	Oil & Gas	Oil & Gas	19/07/2006	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
BC94	SAMSUNG ELECTRONICS CO LTD (ATT)	GDR (EACH REP 25 COM STK KRW100) (144A)	US7960508882	DPRS	Technology	Technology	09/07/1998	South Korea	USD	MAIN MARKET	Standard GDRs	MISC	INTM
SMSD	SAMSUNG ELECTRONICS CO LTD (ATT)	GDS (REPR 25 NON VTG PFD)(REG S)	US7960502018	DPRS	Technology	Technology	29/09/2004	South Korea	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
SMSN	SAMSUNG ELECTRONICS CO LTD (ATT)	GDR (EACH REP 25 COM STK KRW100)(REG S)	US7960508882	DPRS	Technology	Technology	29/09/2004	South Korea	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
38LF	SBERBANK OF RUSSIA	GDS (EACH REPR 4 ORD SHS) (144A)	US80585Y4070	DPRS	Financials	Banks	22/09/2012	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
SBER	SBERBANK OF RUSSIA	ADR (EACH REPR 4 ORD SHS)	US80585Y3080	DPRS	Financials	Banks	01/07/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
SSA	SISTEMA PJSFC	GDR (EACH REPR 20 ORD RUB0.09) (REGS)	US48122U2042	DPRS	Telecommunications	Telecommunications	09/02/2005	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
SSAA	SISTEMA PJSFC	GDR EACH REPR 20 ORD RUB0.09 (144A)	US48122U1051	DPRS	Telecommunications	Telecommunications	14/02/2005	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
SKMD	SK TELECOM CO LD	ADS(REPR 1/9 KWN500)	US78440P1084	DPRS	Telecommunications	Telecommunications	27/09/2004	South Korea	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
51FL	SOCIETATEA ENERGETICA ELECTRICA SA	GDR (EACH REPR 4ORD) (144A)	US83367Y1082	DPRS	Utilities	Utilities	04/07/2014	Romania	USD	MAIN MARKET	Standard GDRs	MISC	INTM
ELSA	SOCIETATEA ENERGETICA ELECTRICA SA	GDR (EACH REPR 4 ORD) (REG S)	US83367Y2072	DPRS	Utilities	Utilities	04/07/2014	Romania	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
SNG1	"SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" S.A."	GDR (EACH REPR 1ORD) (144A)	US83367U1060	DPRS	Oil & Gas	Oil & Gas	12/11/2013	Romania	USD	MAIN MARKET	Standard GDRs	MISC	INTM
SNGR	"SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" S.A."	GDR (EACH REPR 1ORD) (REG S)	US83367U2050	DPRS	Oil & Gas	Oil & Gas	12/11/2013	Romania	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
SBIA	STATE BANK OF INDIA	GDR (EACH REPR 10 SHS INR1)(144A)	US8565521049	DPRS	Financials	Banks	17/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
SBID	STATE BANK OF INDIA	GDR (EACH REP 10 SHS INR1)(REG S)	US8565522039	DPRS	Financials	Banks	17/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
SAUA	STEEL AUTHORITY OF INDIA LD	GDR (EACH REPR 15 SHS OF INR10)(144 A)	US8580551062	DPRS	Basic Materials	Basic Resources	17/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
SAUD	STEEL AUTHORITY OF INDIA LD	GDR (REPR 15 SHS INRP10)(REG S)	US8580552052	DPRS	Basic Materials	Basic Resources	17/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
SBXA	SUBEX LIMITED	GDR (EACH REPR 1 ORD INR10.00)(144A)	US86428R4002	DPRS			09/03/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
SUBX	SUBEX LIMITED	GDR (EACH REPR 1 ORD INR10.00)(REGS)	US86428R2022	DPRS			13/03/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
SUPA	SUNPLUS TECHNOLOGY CO LD	GDR (EACH REPR 2 ORD TWD10) (144A)	US86764M3043	DPRS	Technology	Technology	21/12/2007	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
SUPD	SUNPLUS TECHNOLOGY CO LD	GDR(EACH REPR 2 ORD TWD10)(REG S)	US86764M4033	DPRS	Technology	Technology	05/04/2007	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
SGGD	SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY	ADR (EACH REPR 10 ORD)	US8688612048	DPRS	Oil & Gas	Oil & Gas	27/09/2004	Russian Federation	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
TGBA	TATA GLOBAL BEVERAGES LD	GDS (EACH REPR 1 INR10)(144 A)	US8765691048	DPRS	Consumer Goods	Food & Beverage	30/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
TGBL	TATA GLOBAL BEVERAGES LD	GDS (EACH REPR 1 INR10)(REG S)	US8765692038	DPRS	Consumer Goods	Food & Beverage	30/01/2007	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
TPCL	TATA POWER COMPANY LIMITED	GDR (EACH REPR 1 SHR) (REG S)	US8765664078	DPRS	Utilities	Utilities	23/07/2009	India	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
TTST	TATA STEEL LIMITED	GDR (EACH REPR 1 ORD) (REG S)	US87656Y4061	DPRS	Basic Materials	Basic Resources	22/07/2009	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
TAT	TATUNG CO. LTD	GDR (EACH REPR 20 SHS) (REG S)	US8766614064	DPRS	Technology	Technology	13/04/2011	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
TAT1	TATUNG CO. LTD	GDR (EACH REPR 20 SHS) (144A)	US8766613074	DPRS	Technology	Technology	13/04/2011	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
TCS	TCS GROUP HOLDING PLC	GDR (EACH REPR 1 A SHR) (REG S)	US87238U2033	DPRS	Financials	Banks	25/10/2013	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
TCSA	TCS GROUP HOLDING PLC	GDR (EACH REPR 1 A SHR) (144A)	US87238U1043	DPRS	Financials	Banks	25/10/2013	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
32QX	TELECOM EGYPT S.A.E.	GDS(EACH REPR 5 ORDS EGP10) (144A)	US87927T1034	DPRS	Telecommunications	Telecommunications	14/12/2005	Egypt	USD	MAIN MARKET	Standard GDRs	MISL	ADPL
TEEG	TELECOM EGYPT S.A.E.	GDS(EACH REPR 5 ORDS EGP10) (REGS)	US87927T2024	DPRS	Telecommunications	Telecommunications	14/12/2005	Egypt	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
55BC	THE COMMERCIAL BANK OF QATAR (Q.S.C.)	GDR (5 GDR REPR 1 ORD) (144A)	US2026091031	DPRS	Financials	Banks	02/07/2008	Qatar	USD	MAIN MARKET	Standard GDRs	MISC	INTM
CBQS	THE COMMERCIAL BANK OF QATAR (Q.S.C.)	GDR (5 GDR REPR 1 ORD) (REG S)	US2026092021	DPRS	Financials	Banks	27/06/2008	Qatar	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
82FN	TRADER MEDIA EAST LD	GDR (EACH REPR 1 ORD SHS) (144 A)	US89255G1094	DPRS	Consumer Services	Media	13/02/2006	United Kingdom	USD	MAIN MARKET	Standard GDRs	MISC	INTM
TME	TRADER MEDIA EAST LD	GDR (EACH REPR 1 ORD SHS) (REG S)	US89255G2084	DPRS	Consumer Services	Media	07/02/2006	United Kingdom	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
39IS	TURKIYE GARANTI BANKASI A.S.	ADS (REPR 1 ORD) (144A)	US9001486029	DPRS	Financials	Banks	07/03/2000	Turkey	USD	MAIN MARKET	Standard GDRs	MISC	INTM
TGBD	TURKIYE GARANTI BANKASI A.S.	ADS (REPR 1 ORD LEVEL 1)	US9001487019	DPRS	Financials	Banks	27/09/2004	Turkey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
98LM	TURKIYE IS BANKASI A.S.	GDR (EACH REPR 1 'C' SHR) (144A)	US9001514085	DPRS	Financials	Banks	27/11/2001	Turkey	USD	MAIN MARKET	Standard GDRs	MISC	INTM
TIBD	TURKIYE IS BANKASI A.S.	GDR (EACH REPR 1 'C' SHR) (REG S)	US9001515074	DPRS	Financials	Banks	27/09/2004	Turkey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
UBLA	UNITED BANK LIMITED	GDR (EACH REPR 4 EQTY SHS) (144A)	US90953P1021	DPRS	Financials	Banks	25/06/2007	Pakistan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
UBLS	UNITED BANK LIMITED	GDR (EACH REPR 4 EQTY SHS) (REGS)	US90953P2011	DPRS	Financials	Banks	28/06/2007	Pakistan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
61HG	WALSIN LIHWA CORPORATION	GDR (EACH REPR 10 SHS) (144A)	US9331331002	DPRS	Industrials	Industrial Goods & Services	10/11/2010	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
WALS	WALSIN LIHWA CORPORATION	GDR (EACH REPR 10 SHS) (REG S)	USY9489R1125	DPRS	Industrials	Industrial Goods & Services	10/11/2010	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
WML	WISDOM MARINE LINES CO., LIMITED	GDS (REPR 5 CMN) (REG S)	US97717T1060	DPRS	Industrials	Industrial Goods & Services	13/11/2013	Cayman Islands	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
WIS	WISTRON CORPORATION	GDR(EACH REPR 10 COM SHS)(REG S)	US9773723096	DPRS	Technology	Technology	23/09/2005	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
89VS	X5 RETAIL GROUP N.V	GDR EACH REPR 0.25 SHS EUR1144A	US98387E1064	DPRS	Consumer Services	Retail	14/11/2006	Netherlands	USD	MAIN MARKET	Standard GDRs	MISL	ADPL
FIVE	X5 RETAIL GROUP N.V	GDR EACH REPR 0.25 SHS EUR1 REG'S'	US98387E2054	DPRS	Consumer Services	Retail	14/11/2006	Netherlands	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
YMT1	YANGMING MARINE TRANSPORT CORPORATION	GDR (EACH REPR 10 ORDINARY TWD)(144A)	US9847497057	DPRS			11/05/2017	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
YMTD	YANGMING MARINE TRANSPORT CORPORATION	GDR(EACH REPR 10 ORDINARY TWD)(REG S)	US9847498048	DPRS			11/05/2017	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
98KI	YAPI VE KREDI BANKASI A.S.	GDR (REPR 1 SHR) (144 A)	US9848481019	DPRS	Financials	Banks	09/07/1998	Turkey	USD	MAIN MARKET	Standard GDRs	MISC	INTM
YKBD	YAPI VE KREDI BANKASI A.S.	GDR (REPR 1 SHR) (REG S)	US9848482009	DPRS	Financials	Banks	27/09/2004	Turkey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
ZENB	ZENITH BANK PLC 	GDR (EACH REPR 50 ORD SHR) REG S	US98935J1025	DPRS	Financials	Banks	21/03/2013	Nigeria	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
